Date,state,tot_cases
2020-04-10,VA,152557
2020-04-10,VI,1327
2020-04-10,VT,1636
2020-04-10,WA,91381
2020-04-10,WI,139928
2020-04-10,WV,16628
2020-04-10,WY,6504
2020-04-11,AK,16936
2020-04-11,AL,197220
2020-04-11,AR,115812
2020-04-11,AS,0
2020-04-11,AZ,250814
2020-04-11,CA,940010
2020-04-11,CO,122112
2020-04-11,CT,75373
2020-04-11,DC,17601
2020-04-11,DE,25909
2020-04-11,FL,813217
2020-04-11,FSM,0
2020-04-11,GA,396607
2020-04-11,GU,4903
2020-04-11,HI,15379
2020-04-11,IA,136522
2020-04-11,ID,68314
2020-04-11,IL,443815
2020-04-11,IN,191764
2020-04-11,KS,92215
2020-04-11,KY,116689
2020-04-11,LA,190164
2020-04-11,MA,163299
2020-04-11,MD,148766
2020-04-11,ME,7260
2020-04-11,MI,329976
2020-04-11,MN,160923
2020-04-11,MO,220055
2020-04-11,MP,96
2020-04-11,MS,126202
2020-04-11,MT,35955
2020-04-11,NC,282528
2020-04-11,ND,49837
2020-04-11,NE,77049
2020-04-11,NH,11563
2020-04-11,NJ,259525
2020-04-11,NM,50251
2020-04-11,NV,104093
2020-04-11,NY,249422
2020-04-11,NYC,271526
2020-04-11,OH,230209
2020-04-11,OK,141871
2020-04-11,OR,47049
2020-04-11,PA,224425
2020-04-11,PR,38326
2020-04-11,PW,0
2020-04-11,RI,35148
2020-04-11,RMI,1
2020-04-11,SC,181785
2020-04-11,SD,49791
2020-04-11,TN,264825
2020-04-11,TX,998267
2020-04-11,UT,121485
2020-04-11,VA,187203
2020-04-11,VI,1388
2020-04-11,VT,2112
2020-04-11,WA,114233
2020-04-11,WI,257287
2020-04-11,WV,25987
2020-04-11,WY,15044
2020-04-12,AK,34564
2020-04-12,AL,264761
2020-04-12,AR,167137
2020-04-12,AS,3
2020-04-12,AZ,352372
2020-04-12,CA,1286557
2020-04-12,CO,268225
2020-04-12,CT,127715
2020-04-12,DC,22480
2020-04-12,DE,39299
2020-04-12,FL,1029631
2020-04-12,FSM,0
2020-04-12,GA,494354
2020-04-12,GU,6959
2020-04-12,HI,18058
2020-04-12,IA,240321
2020-04-12,ID,108366
2020-04-12,IL,770088
2020-04-12,IN,367338
2020-04-12,KS,168295
2020-04-12,KY,200568
2020-04-12,LA,247177
2020-04-12,MA,246398
2020-04-12,MD,209191
2020-04-12,ME,13127
2020-04-12,MI,505282
2020-04-12,MN,338973
2020-04-12,MO,356531
2020-04-12,MP,106
2020-04-12,MS,166574
2020-04-12,MT,66436
2020-04-12,NC,388169
2020-04-12,ND,82504
2020-04-12,NE,135968
2020-04-12,NH,23690
2020-04-12,NJ,390256
2020-04-12,NM,104935
2020-04-12,NV,162434
2020-04-12,NY,360714
2020-04-12,NYC,336414
2020-04-12,OH,456963
2020-04-12,OK,235402
2020-04-12,OR,81437
2020-04-12,PA,407643
2020-04-12,PR,58682
2020-04-12,PW,0
2020-04-12,RI,62518
2020-04-12,RMI,4
2020-04-12,SC,229267
2020-04-12,SD,84398
2020-04-12,TN,385105
2020-04-12,TX,1350542
2020-04-12,UT,209170
2020-04-12,VA,251173
2020-04-12,VI,1633
2020-04-12,VT,4497
2020-04-12,WA,179530
2020-04-12,WI,432207
2020-04-12,WV,52172
2020-04-12,WY,35737
2020-05-02,AK,0
2020-05-02,AL,0
2020-05-02,AR,0
2020-05-02,AS,0
2020-05-02,AZ,1
2020-05-02,CA,6
2020-05-02,CO,0
2020-05-02,CT,0
2020-05-02,DC,0
2020-05-02,DE,0
2020-05-02,FL,0
2020-05-02,FSM,0
2020-05-02,GA,0
2020-05-02,GU,0
2020-05-02,HI,0
2020-05-02,IA,0
2020-05-02,ID,0
2020-05-02,IL,2
2020-05-02,IN,0
2020-05-02,KS,0
2020-05-02,KY,0
2020-05-02,LA,0
2020-05-02,MA,1
2020-05-02,MD,0
2020-05-02,ME,0
2020-05-02,MI,0
2020-05-02,MN,0
2020-05-02,MO,0
2020-05-02,MP,0
2020-05-02,MS,0
2020-05-02,MT,0
2020-05-02,NC,0
2020-05-02,ND,0
2020-05-02,NE,0
2020-05-02,NH,0
2020-05-02,NJ,0
2020-05-02,NM,0
2020-05-02,NV,0
2020-05-02,NY,0
2020-05-02,NYC,0
2020-05-02,OH,0
2020-05-02,OK,0
2020-05-02,OR,0
2020-05-02,PA,0
2020-05-02,PR,0
2020-05-02,PW,0
2020-05-02,RI,0
2020-05-02,RMI,0
2020-05-02,SC,0
2020-05-02,SD,0
2020-05-02,TN,0
2020-05-02,TX,0
2020-05-02,UT,0
2020-05-02,VA,0
2020-05-02,VI,0
2020-05-02,VT,0
2020-05-02,WA,1
2020-05-02,WI,0
2020-05-02,WV,0
2020-05-02,WY,0
2020-05-03,AK,0
2020-05-03,AL,0
2020-05-03,AR,0
2020-05-03,AS,0
2020-05-03,AZ,3
2020-05-03,CA,60
2020-05-03,CO,1
2020-05-03,CT,0
2020-05-03,DC,0
2020-05-03,DE,0
2020-05-03,FL,8
2020-05-03,FSM,0
2020-05-03,GA,2
2020-05-03,GU,0
2020-05-03,HI,1
2020-05-03,IA,0
2020-05-03,ID,0
2020-05-03,IL,5
2020-05-03,IN,0
2020-05-03,KS,0
2020-05-03,KY,0
2020-05-03,LA,0
2020-05-03,MA,2
2020-05-03,MD,3
2020-05-03,ME,0
2020-05-03,MI,99
2020-05-03,MN,0
2020-05-03,MO,1
2020-05-03,MP,0
2020-05-03,MS,8
2020-05-03,MT,0
2020-05-03,NC,1
2020-05-03,ND,0
2020-05-03,NE,0
2020-05-03,NH,2
2020-05-03,NJ,2
2020-05-03,NM,0
2020-05-03,NV,1
2020-05-03,NY,12
2020-05-03,NYC,2
2020-05-03,OH,0
2020-05-03,OK,59
2020-05-03,OR,3
2020-05-03,PA,0
2020-05-03,PR,0
2020-05-03,PW,0
2020-05-03,RI,2
2020-05-03,RMI,0
2020-05-03,SC,0
2020-05-03,SD,0
2020-05-03,TN,0
2020-05-03,TX,0
2020-05-03,UT,0
2020-05-03,VA,0
2020-05-03,VI,0
2020-05-03,VT,0
2020-05-03,WA,55
2020-05-03,WI,1
2020-05-03,WV,0
2020-05-03,WY,0
2020-05-04,AK,185
2020-05-04,AL,1897
2020-05-04,AR,853
2020-05-04,AS,0
2020-05-04,AZ,2269
2020-05-04,CA,13438
2020-05-04,CO,4953
2020-05-04,CT,5675
2020-05-04,DC,998
2020-05-04,DE,786
2020-05-04,FL,12010
2020-05-04,FSM,0
2020-05-04,GA,6649
2020-05-04,GU,110
2020-05-04,HI,406
2020-05-04,IA,868
2020-05-04,ID,1101
2020-05-04,IL,11256
2020-05-04,IN,4411
2020-05-04,KS,813
2020-05-04,KY,1303
2020-05-04,LA,13010
2020-05-04,MA,12500
2020-05-04,MD,3609
2020-05-04,ME,470
2020-05-04,MI,26115
2020-05-04,MN,986
2020-05-04,MO,3547
2020-05-04,MP,8
2020-05-04,MS,2977
2020-05-04,MT,300
2020-05-04,NC,2634
2020-05-04,ND,207
2020-05-04,NE,375
2020-05-04,NH,669
2020-05-04,NJ,37505
2020-05-04,NM,624
2020-05-04,NV,1836
2020-05-04,NY,54480
2020-05-04,NYC,82929
2020-05-04,OH,4043
2020-05-04,OK,2103
2020-05-04,OR,1068
2020-05-04,PA,11612
2020-05-04,PR,237
2020-05-04,PW,0
2020-05-04,RI,980
2020-05-04,RMI,0
2020-05-04,SC,1985
2020-05-04,SD,240
2020-05-04,TN,3348
2020-05-04,TX,6793
2020-05-04,UT,1605
2020-05-04,VA,2878
2020-05-04,VI,42
2020-05-04,VT,481
2020-05-04,WA,7461
2020-05-04,WI,2267
2020-05-04,WV,324
2020-05-04,WY,200
2020-05-05,AK,371
2020-05-05,AL,8505
2020-05-05,AR,3496
2020-05-05,AS,0
2020-05-05,AZ,9305
2020-05-05,CA,56212
2020-05-05,CO,17787
2020-05-05,CT,30621
2020-05-05,DC,5322
2020-05-05,DE,6011
2020-05-05,FL,36757
2020-05-05,FSM,0
2020-05-05,GA,28196
2020-05-05,GU,149
2020-05-05,HI,615
2020-05-05,IA,10111
2020-05-05,ID,2127
2020-05-05,IL,65962
2020-05-05,IN,21033
2020-05-05,KS,5458
2020-05-05,KY,5797
2020-05-05,LA,30069
2020-05-05,MA,70271
2020-05-05,MD,27117
2020-05-05,ME,1254
2020-05-05,MI,59707
2020-05-05,MN,7851
2020-05-05,MO,9604
2020-05-05,MP,14
2020-05-05,MS,9688
2020-05-05,MT,456
2020-05-05,NC,12477
2020-05-05,ND,1266
2020-05-05,NE,6424
2020-05-05,NH,2636
2020-05-05,NJ,130631
2020-05-05,NM,4138
2020-05-05,NV,5603
2020-05-05,NY,144318
2020-05-05,NYC,182424
2020-05-05,OH,20969
2020-05-05,OK,4869
2020-05-05,OR,2839
2020-05-05,PA,53883
2020-05-05,PR,881
2020-05-05,PW,0
2020-05-05,RI,9990
2020-05-05,RMI,0
2020-05-05,SC,6811
2020-05-05,SD,2721
2020-05-05,TN,13495
2020-05-05,TX,33369
2020-05-05,UT,5530
2020-05-05,VA,20256
2020-05-05,VI,66
2020-05-05,VT,834
2020-05-05,WA,15720
2020-05-05,WI,8566
2020-05-05,WV,1242
2020-05-05,WY,604
2020-05-06,AK,529
2020-05-06,AL,19885
2020-05-06,AR,8651
2020-05-06,AS,0
2020-05-06,AZ,24332
2020-05-06,CA,122901
2020-05-06,CO,27957
2020-05-06,CT,43460
2020-05-06,DC,9199
2020-05-06,DE,10022
2020-05-06,FL,60515
2020-05-06,FSM,0
2020-05-06,GA,49543
2020-05-06,GU,179
2020-05-06,HI,661
2020-05-06,IA,21146
2020-05-06,ID,3111
2020-05-06,IL,125915
2020-05-06,IN,36578
2020-05-06,KS,10393
2020-05-06,KY,11366
2020-05-06,LA,41989
2020-05-06,MA,98796
2020-05-06,MD,56770
2020-05-06,ME,2482
2020-05-06,MI,102593
2020-05-06,MN,27501
2020-05-06,MO,15261
2020-05-06,MP,26
2020-05-06,MS,19112
2020-05-06,MT,540
2020-05-06,NC,33372
2020-05-06,ND,2745
2020-05-06,NE,15304
2020-05-06,NH,4953
2020-05-06,NJ,163795
2020-05-06,NM,8672
2020-05-06,NV,9285
2020-05-06,NY,170268
2020-05-06,NYC,209243
2020-05-06,OH,37758
2020-05-06,OK,8211
2020-05-06,OR,4570
2020-05-06,PA,78516
2020-05-06,PR,1421
2020-05-06,PW,0
2020-05-06,RI,15320
2020-05-06,RMI,0
2020-05-06,SC,13627
2020-05-06,SD,5277
2020-05-06,TN,25103
2020-05-06,TX,71613
2020-05-06,UT,11252
2020-05-06,VA,49397
2020-05-06,VI,71
2020-05-06,VT,946
2020-05-06,WA,23022
2020-05-06,WI,20249
2020-05-06,WV,2119
2020-05-06,WY,933
2020-05-07,AK,1141
2020-05-07,AL,43941
2020-05-07,AR,23814
2020-05-07,AS,0
2020-05-07,AZ,98115
2020-05-07,CA,260155
2020-05-07,CO,34751
2020-05-07,CT,46717
2020-05-07,DC,10482
2020-05-07,DE,12464
2020-05-07,FL,201951
2020-05-07,FSM,0
2020-05-07,GA,95892
2020-05-07,GU,301
2020-05-07,HI,1012
2020-05-07,IA,31353
2020-05-07,ID,7733
2020-05-07,IL,148373
2020-05-07,IN,48008
2020-05-07,KS,15919
2020-05-07,KY,18384
2020-05-07,LA,65226
2020-05-07,MA,104502
2020-05-07,MD,69632
2020-05-07,ME,3423
2020-05-07,MI,130392
2020-05-07,MN,38569
2020-05-07,MO,28543
2020-05-07,MP,31
2020-05-07,MS,36084
2020-05-07,MT,1249
2020-05-07,NC,73306
2020-05-07,ND,3816
2020-05-07,NE,19854
2020-05-07,NH,5897
2020-05-07,NJ,174570
2020-05-07,NM,13256
2020-05-07,NV,22646
2020-05-07,NY,180162
2020-05-07,NYC,219832
2020-05-07,OH,57151
2020-05-07,OK,22511
2020-05-07,OR,10230
2020-05-07,PA,94525
2020-05-07,PR,2367
2020-05-07,PW,0
2020-05-07,RI,16972
2020-05-07,RMI,0
2020-05-07,SC,44958
2020-05-07,SD,7063
2020-05-07,TN,49827
2020-05-07,TX,195239
2020-05-07,UT,25500
2020-05-07,VA,66102
2020-05-07,VI,112
2020-05-07,VT,1147
2020-05-07,WA,35894
2020-05-07,WI,34740
2020-05-07,WV,3335
2020-05-07,WY,1634
2020-05-08,AK,3448
2020-05-08,AL,95029
2020-05-08,AR,46293
2020-05-08,AS,0
2020-05-08,AZ,182260
2020-05-08,CA,524722
2020-05-08,CO,50094
2020-05-08,CT,50225
2020-05-08,DC,12443
2020-05-08,DE,15740
2020-05-08,FL,500761
2020-05-08,FSM,0
2020-05-08,GA,206796
2020-05-08,GU,397
2020-05-08,HI,2887
2020-05-08,IA,46659
2020-05-08,ID,22707
2020-05-08,IL,187752
2020-05-08,IN,69975
2020-05-08,KS,29717
2020-05-08,KY,36568
2020-05-08,LA,125943
2020-05-08,MA,111371
2020-05-08,MD,92426
2020-05-08,ME,3997
2020-05-08,MI,173081
2020-05-08,MN,58640
2020-05-08,MO,60763
2020-05-08,MP,46
2020-05-08,MS,68660
2020-05-08,MT,4593
2020-05-08,NC,130279
2020-05-08,ND,7177
2020-05-08,NE,27505
2020-05-08,NH,6719
2020-05-08,NJ,185824
2020-05-08,NM,21566
2020-05-08,NV,53068
2020-05-08,NY,191644
2020-05-08,NYC,229834
2020-05-08,OH,96305
2020-05-08,OK,45642
2020-05-08,OR,19978
2020-05-08,PA,120854
2020-05-08,PR,8952
2020-05-08,PW,0
2020-05-08,RI,19443
2020-05-08,RMI,0
2020-05-08,SC,96711
2020-05-08,SD,9168
2020-05-08,TN,111311
2020-05-08,TX,459887
2020-05-08,UT,43096
2020-05-08,VA,95867
2020-05-08,VI,501
2020-05-08,VT,1316
2020-05-08,WA,60142
2020-05-08,WI,61110
2020-05-08,WV,7159
2020-05-08,WY,2923
2020-05-09,AK,5682
2020-05-09,AL,130401
2020-05-09,AR,65226
2020-05-09,AS,0
2020-05-09,AZ,205604
2020-05-09,CA,727239
2020-05-09,CO,60053
2020-05-09,CT,53365
2020-05-09,DC,14238
2020-05-09,DE,18292
2020-05-09,FL,634778
2020-05-09,FSM,0
2020-05-09,GA,293208
2020-05-09,GU,1619
2020-05-09,HI,9816
2020-05-09,IA,69247
2020-05-09,ID,33477
2020-05-09,IL,250105
2020-05-09,IN,98961
2020-05-09,KS,45220
2020-05-09,KY,58103
2020-05-09,LA,152369
2020-05-09,MA,122196
2020-05-09,MD,111607
2020-05-09,ME,4682
2020-05-09,MI,211743
2020-05-09,MN,80587
2020-05-09,MO,98365
2020-05-09,MP,57
2020-05-09,MS,89372
2020-05-09,MT,8164
2020-05-09,NC,178443
2020-05-09,ND,13631
2020-05-09,NE,35839
2020-05-09,NH,7424
2020-05-09,NJ,197486
2020-05-09,NM,26048
2020-05-09,NV,71353
2020-05-09,NY,203058
2020-05-09,NYC,238175
2020-05-09,OH,129785
2020-05-09,OK,68505
2020-05-09,OR,27856
2020-05-09,PA,144419
2020-05-09,PR,17634
2020-05-09,PW,0
2020-05-09,RI,22196
2020-05-09,RMI,0
2020-05-09,SC,128513
2020-05-09,SD,14889
2020-05-09,TN,159004
2020-05-09,TX,635315
2020-05-09,UT,55006
2020-05-09,VA,126926
2020-05-09,VI,1181
2020-05-09,VT,1511
2020-05-09,WA,77581
2020-05-09,WI,85463
2020-05-09,WV,11289
2020-05-09,WY,4006
2020-05-10,AK,8646
2020-05-10,AL,158558
2020-05-10,AR,87430
2020-05-10,AS,0
2020-05-10,AZ,221188
2020-05-10,CA,826784
2020-05-10,CO,75394
2020-05-10,CT,59120
2020-05-10,DC,15547
2020-05-10,DE,21587
2020-05-10,FL,707966
2020-05-10,FSM,0
2020-05-10,GA,342421
2020-05-10,GU,2818
2020-05-10,HI,12900
2020-05-10,IA,92989
2020-05-10,ID,44422
2020-05-10,IL,306133
2020-05-10,IN,125976
2020-05-10,KS,62708
2020-05-10,KY,78224
2020-05-10,LA,169937
2020-05-10,MA,135462
2020-05-10,MD,127791
2020-05-10,ME,5565
2020-05-10,MI,248053
2020-05-10,MN,105740
2020-05-10,MO,144762
2020-05-10,MP,73
2020-05-10,MS,104462
2020-05-10,MT,15298
2020-05-10,NC,219542
2020-05-10,ND,24364
2020-05-10,NE,48314
2020-05-10,NH,8680
2020-05-10,NJ,214455
2020-05-10,NM,30632
2020-05-10,NV,82529
2020-05-10,NY,218630
2020-05-10,NYC,250415
2020-05-10,OH,159964
2020-05-10,OK,99658
2020-05-10,OR,35049
2020-05-10,PA,170282
2020-05-10,PR,26626
2020-05-10,PW,0
2020-05-10,RI,25493
2020-05-10,RMI,0
2020-05-10,SC,152459
2020-05-10,SD,24598
2020-05-10,TN,200009
2020-05-10,TX,769303
2020-05-10,UT,78723
2020-05-10,VA,153182
2020-05-10,VI,1322
2020-05-10,VT,1668
2020-05-10,WA,91805
2020-05-10,WI,141655
2020-05-10,WV,16742
2020-05-10,WY,6629
2020-05-11,AK,17263
2020-05-11,AL,198784
2020-05-11,AR,117360
2020-05-11,AS,0
2020-05-11,AZ,252952
2020-05-11,CA,944576
2020-05-11,CO,125809
2020-05-11,CT,77060
2020-05-11,DC,17682
2020-05-11,DE,26204
2020-05-11,FL,818384
2020-05-11,FSM,0
2020-05-11,GA,399017
2020-05-11,GU,5004
2020-05-11,HI,15471
2020-05-11,IA,141373
2020-05-11,ID,69579
2020-05-11,IL,453750
2020-05-11,IN,196176
2020-05-11,KS,92215
2020-05-11,KY,119018
2020-05-11,LA,190845
2020-05-11,MA,165161
2020-05-11,MD,149964
2020-05-11,ME,7444
2020-05-11,MI,335991
2020-05-11,MN,164865
2020-05-11,MO,226051
2020-05-11,MP,96
2020-05-11,MS,127149
2020-05-11,MT,36968
2020-05-11,NC,285354
2020-05-11,ND,51602
2020-05-11,NE,79184
2020-05-11,NH,11808
2020-05-11,NJ,262100
2020-05-11,NM,51110
2020-05-11,NV,105360
2020-05-11,NY,251352
2020-05-11,NYC,272729
2020-05-11,OH,235170
2020-05-11,OK,144435
2020-05-11,OR,47839
2020-05-11,PA,227374
2020-05-11,PR,38940
2020-05-11,PW,0
2020-05-11,RI,35781
2020-05-11,RMI,1
2020-05-11,SC,182682
2020-05-11,SD,51151
2020-05-11,TN,267459
2020-05-11,TX,1008438
2020-05-11,UT,124292
2020-05-11,VA,188771
2020-05-11,VI,1390
2020-05-11,VT,2150
2020-05-11,WA,115359
2020-05-11,WI,263571
2020-05-11,WV,26547
2020-05-11,WY,15409
2020-05-12,AK,35449
2020-05-12,AL,266894
2020-05-12,AR,169382
2020-05-12,AS,3
2020-05-12,AZ,359174
2020-05-12,CA,1311625
2020-05-12,CO,273037
2020-05-12,CT,127715
2020-05-12,DC,22872
2020-05-12,DE,40103
2020-05-12,FL,1037822
2020-05-12,FSM,0
2020-05-12,GA,499371
2020-05-12,GU,6959
2020-05-12,HI,18169
2020-05-12,IA,242212
2020-05-12,ID,109705
2020-05-12,IL,779975
2020-05-12,IN,375028
2020-05-12,KS,168386
2020-05-12,KY,204489
2020-05-12,LA,247177
2020-05-12,MA,252017
2020-05-12,MD,212384
2020-05-12,ME,13349
2020-05-12,MI,508862
2020-05-12,MN,345281
2020-05-12,MO,358640
2020-05-12,MP,106
2020-05-12,MS,168166
2020-05-12,MT,67069
2020-05-12,NC,394366
2020-05-12,ND,82981
2020-05-12,NE,137494
2020-05-12,NH,24138
2020-05-12,NJ,396180
2020-05-12,NM,106856
2020-05-12,NV,165628
2020-05-12,NY,368246
2020-05-12,NYC,340196
2020-05-12,OH,467432
2020-05-12,OK,238348
2020-05-12,OR,83243
2020-05-12,PA,420095
2020-05-12,PR,59610
2020-05-12,PW,0
2020-05-12,RI,64011
2020-05-12,RMI,4
2020-05-12,SC,232373
2020-05-12,SD,85304
2020-05-12,TN,390463
2020-05-12,TX,1364933
2020-05-12,UT,212844
2020-05-12,VA,255053
2020-05-12,VI,1649
2020-05-12,VT,4618
2020-05-12,WA,181440
2020-05-12,WI,437918
2020-05-12,WV,53572
2020-05-12,WY,35941
2020-06-02,AK,0
2020-06-02,AL,0
2020-06-02,AR,0
2020-06-02,AS,0
2020-06-02,AZ,1
2020-06-02,CA,6
2020-06-02,CO,0
2020-06-02,CT,0
2020-06-02,DC,0
2020-06-02,DE,0
2020-06-02,FL,0
2020-06-02,FSM,0
2020-06-02,GA,0
2020-06-02,GU,0
2020-06-02,HI,0
2020-06-02,IA,0
2020-06-02,ID,0
2020-06-02,IL,2
2020-06-02,IN,0
2020-06-02,KS,0
2020-06-02,KY,0
2020-06-02,LA,0
2020-06-02,MA,1
2020-06-02,MD,0
2020-06-02,ME,0
2020-06-02,MI,0
2020-06-02,MN,0
2020-06-02,MO,0
2020-06-02,MP,0
2020-06-02,MS,0
2020-06-02,MT,0
2020-06-02,NC,0
2020-06-02,ND,0
2020-06-02,NE,0
2020-06-02,NH,0
2020-06-02,NJ,0
2020-06-02,NM,0
2020-06-02,NV,0
2020-06-02,NY,0
2020-06-02,NYC,0
2020-06-02,OH,0
2020-06-02,OK,0
2020-06-02,OR,0
2020-06-02,PA,0
2020-06-02,PR,0
2020-06-02,PW,0
2020-06-02,RI,0
2020-06-02,RMI,0
2020-06-02,SC,0
2020-06-02,SD,0
2020-06-02,TN,0
2020-06-02,TX,0
2020-06-02,UT,0
2020-06-02,VA,0
2020-06-02,VI,0
2020-06-02,VT,0
2020-06-02,WA,1
2020-06-02,WI,0
2020-06-02,WV,0
2020-06-02,WY,0
2020-06-03,AK,0
2020-06-03,AL,0
2020-06-03,AR,0
2020-06-03,AS,0
2020-06-03,AZ,3
2020-06-03,CA,69
2020-06-03,CO,7
2020-06-03,CT,0
2020-06-03,DC,0
2020-06-03,DE,1
2020-06-03,FL,8
2020-06-03,FSM,0
2020-06-03,GA,8
2020-06-03,GU,0
2020-06-03,HI,1
2020-06-03,IA,0
2020-06-03,ID,0
2020-06-03,IL,6
2020-06-03,IN,1
2020-06-03,KS,0
2020-06-03,KY,0
2020-06-03,LA,0
2020-06-03,MA,7
2020-06-03,MD,3
2020-06-03,ME,0
2020-06-03,MI,141
2020-06-03,MN,1
2020-06-03,MO,2
2020-06-03,MP,0
2020-06-03,MS,20
2020-06-03,MT,0
2020-06-03,NC,1
2020-06-03,ND,0
2020-06-03,NE,0
2020-06-03,NH,2
2020-06-03,NJ,4
2020-06-03,NM,0
2020-06-03,NV,1
2020-06-03,NY,21
2020-06-03,NYC,7
2020-06-03,OH,0
2020-06-03,OK,61
2020-06-03,OR,3
2020-06-03,PA,0
2020-06-03,PR,0
2020-06-03,PW,0
2020-06-03,RI,2
2020-06-03,RMI,0
2020-06-03,SC,1
2020-06-03,SD,0
2020-06-03,TN,0
2020-06-03,TX,5
2020-06-03,UT,0
2020-06-03,VA,0
2020-06-03,VI,0
2020-06-03,VT,0
2020-06-03,WA,67
2020-06-03,WI,1
2020-06-03,WV,0
2020-06-03,WY,0
2020-06-04,AK,191
2020-06-04,AL,2070
2020-06-04,AR,915
2020-06-04,AS,0
2020-06-04,AZ,2456
2020-06-04,CA,14336
2020-06-04,CO,5178
2020-06-04,CT,6906
2020-06-04,DC,1097
2020-06-04,DE,880
2020-06-04,FL,13169
2020-06-04,FSM,0
2020-06-04,GA,7388
2020-06-04,GU,111
2020-06-04,HI,428
2020-06-04,IA,946
2020-06-04,ID,1170
2020-06-04,IL,12262
2020-06-04,IN,4944
2020-06-04,KS,845
2020-06-04,KY,1373
2020-06-04,LA,14867
2020-06-04,MA,13837
2020-06-04,MD,4045
2020-06-04,ME,499
2020-06-04,MI,27573
2020-06-04,MN,1069
2020-06-04,MO,3840
2020-06-04,MP,8
2020-06-04,MS,3181
2020-06-04,MT,320
2020-06-04,NC,2886
2020-06-04,ND,225
2020-06-04,NE,429
2020-06-04,NH,715
2020-06-04,NJ,41090
2020-06-04,NM,686
2020-06-04,NV,1953
2020-06-04,NY,58188
2020-06-04,NYC,86981
2020-06-04,OH,4450
2020-06-04,OK,2161
2020-06-04,OR,1132
2020-06-04,PA,13104
2020-06-04,PR,264
2020-06-04,PW,0
2020-06-04,RI,1165
2020-06-04,RMI,0
2020-06-04,SC,2124
2020-06-04,SD,288
2020-06-04,TN,3660
2020-06-04,TX,7273
2020-06-04,UT,1716
2020-06-04,VA,3333
2020-06-04,VI,43
2020-06-04,VT,510
2020-06-04,WA,7846
2020-06-04,WI,2440
2020-06-04,WV,345
2020-06-04,WY,212
2020-06-05,AK,372
2020-06-05,AL,8753
2020-06-05,AR,3611
2020-06-05,AS,0
2020-06-05,AZ,9707
2020-06-05,CA,58815
2020-06-05,CO,18185
2020-06-05,CT,30995
2020-06-05,DC,5461
2020-06-05,DE,6202
2020-06-05,FL,37385
2020-06-05,FSM,0
2020-06-05,GA,28998
2020-06-05,GU,155
2020-06-05,HI,617
2020-06-05,IA,10404
2020-06-05,ID,2158
2020-06-05,IL,68232
2020-06-05,IN,21870
2020-06-05,KS,5734
2020-06-05,KY,6029
2020-06-05,LA,30399
2020-06-05,MA,72025
2020-06-05,MD,28163
2020-06-05,ME,1254
2020-06-05,MI,61189
2020-06-05,MN,8579
2020-06-05,MO,9787
2020-06-05,MP,14
2020-06-05,MS,10067
2020-06-05,MT,456
2020-06-05,NC,12917
2020-06-05,ND,1323
2020-06-05,NE,6788
2020-06-05,NH,2740
2020-06-05,NJ,131932
2020-06-05,NM,4291
2020-06-05,NV,5663
2020-06-05,NY,145627
2020-06-05,NYC,184008
2020-06-05,OH,21576
2020-06-05,OK,4963
2020-06-05,OR,2916
2020-06-05,PA,54844
2020-06-05,PR,907
2020-06-05,PW,0
2020-06-05,RI,10290
2020-06-05,RMI,0
2020-06-05,SC,6903
2020-06-05,SD,2779
2020-06-05,TN,13684
2020-06-05,TX,34422
2020-06-05,UT,5595
2020-06-05,VA,20256
2020-06-05,VI,66
2020-06-05,VT,837
2020-06-05,WA,16024
2020-06-05,WI,8901
2020-06-05,WV,1276
2020-06-05,WY,631
2020-06-06,AK,541
2020-06-06,AL,20329
2020-06-06,AR,9101
2020-06-06,AS,0
2020-06-06,AZ,25451
2020-06-06,CA,126016
2020-06-06,CO,28197
2020-06-06,CT,43818
2020-06-06,DC,9269
2020-06-06,DE,10103
2020-06-06,FL,61906
2020-06-06,FSM,0
2020-06-06,GA,50126
2020-06-06,GU,179
2020-06-06,HI,662
2020-06-06,IA,21478
2020-06-06,ID,3139
2020-06-06,IL,126890
2020-06-06,IN,36997
2020-06-06,KS,10393
2020-06-06,KY,11643
2020-06-06,LA,42486
2020-06-06,MA,99301
2020-06-06,MD,57482
2020-06-06,ME,2570
2020-06-06,MI,103014
2020-06-06,MN,27886
2020-06-06,MO,15350
2020-06-06,MP,26
2020-06-06,MS,19361
2020-06-06,MT,540
2020-06-06,NC,34693
2020-06-06,ND,2816
2020-06-06,NE,15464
2020-06-06,NH,5019
2020-06-06,NJ,164361
2020-06-06,NM,8800
2020-06-06,NV,9460
2020-06-06,NY,170805
2020-06-06,NYC,209777
2020-06-06,OH,38111
2020-06-06,OK,8448
2020-06-06,OR,4662
2020-06-06,PA,79291
2020-06-06,PR,1430
2020-06-06,PW,0
2020-06-06,RI,15418
2020-06-06,RMI,0
2020-06-06,SC,14123
2020-06-06,SD,5367
2020-06-06,TN,25613
2020-06-06,TX,73553
2020-06-06,UT,11939
2020-06-06,VA,50681
2020-06-06,VI,71
2020-06-06,VT,963
2020-06-06,WA,23481
2020-06-06,WI,20571
2020-06-06,WV,2136
2020-06-06,WY,939
2020-06-07,AK,1168
2020-06-07,AL,44843
2020-06-07,AR,24253
2020-06-07,AS,0
2020-06-07,AZ,101468
2020-06-07,CA,271684
2020-06-07,CO,34937
2020-06-07,CT,46976
2020-06-07,DC,10515
2020-06-07,DE,12583
2020-06-07,FL,209200
